sgRNA	Target_gene	FLAG(strand)	Chr	Start	End	Match
sgTBX19_1	TBX19	16	chr1	168293177	168293197	TRUE
sgXCL2_4	XCL2	16	chr1	168541071	168541091	TRUE
sgXCL2_2	XCL2	0	chr1	168542037	168542057	TRUE
sgXCL2_1	XCL2	16	chr1	168542085	168542105	TRUE
sgXCL1_1	XCL1	0	chr1	168542089	168542109	TRUE
sgXCL2_3	XCL2	0	chr1	168543922	168543942	TRUE
sgXCL1_2	XCL1	0	chr1	168580069	168580089	TRUE
sgXCL1_3	XCL1	16	chr1	168580114	168580134	TRUE
sgXCL1_4	XCL1	0	chr1	168581082	168581102	TRUE
sgDPT_2	DPT	0	chr1	168714279	168714299	TRUE
sgDPT_3	DPT	0	chr1	168728980	168729000	TRUE
sgDPT_4	DPT	16	chr1	168729063	168729083	TRUE
sgDPT_1	DPT	0	chr1	168729106	168729126	TRUE
sgATP1B1_4	ATP1B1	16	chr1	169111454	169111474	TRUE
sgATP1B1_2	ATP1B1	16	chr1	169124926	169124946	TRUE
sgATP1B1_1	ATP1B1	0	chr1	169127229	169127249	TRUE
sgATP1B1_3	ATP1B1	16	chr1	169130013	169130033	TRUE
sgNME7_4	NME7	16	chr1	169298587	169298607	TRUE
sgNME7_3	NME7	16	chr1	169298691	169298711	TRUE
sgNME7_2	NME7	0	chr1	169303143	169303163	TRUE
sgNME7_1	NME7	16	chr1	169323160	169323180	TRUE
sgBLZF1_3	BLZF1	16	chr1	169376621	169376641	TRUE
sgBLZF1_4	BLZF1	0	chr1	169376784	169376804	TRUE
sgBLZF1_2	BLZF1	0	chr1	169376958	169376978	TRUE
sgCCDC181_4	CCDC181	0	chr1	169421550	169421570	TRUE
sgCCDC181_3	CCDC181	0	chr1	169421656	169421676	TRUE
sgCCDC181_1	CCDC181	0	chr1	169421916	169421936	TRUE
sgCCDC181_2	CCDC181	16	chr1	169422171	169422191	TRUE
sgSLC19A2_4	SLC19A2	16	chr1	169470045	169470065	TRUE
sgSLC19A2_1	SLC19A2	16	chr1	169477418	169477438	TRUE
sgSLC19A2_2	SLC19A2	0	chr1	169477658	169477678	TRUE
sgSLC19A2_3	SLC19A2	0	chr1	169485670	169485690	TRUE
sgF5_3	F5	0	chr1	169540826	169540846	TRUE
sgF5_2	F5	16	chr1	169544298	169544318	TRUE
sgF5_1	F5	16	chr1	169549887	169549907	TRUE
sgF5_4	F5	16	chr1	169560588	169560608	TRUE
sgSELP_4	SELP	0	chr1	169603108	169603128	TRUE
sgSELP_3	SELP	16	chr1	169609539	169609559	TRUE
sgSELP_1	SELP	16	chr1	169617030	169617050	TRUE
sgSELP_2	SELP	0	chr1	169617253	169617273	TRUE
sgSELL_3	SELL	0	chr1	169707335	169707355	TRUE
sgSELL_4	SELL	16	chr1	169708438	169708458	TRUE
sgSELL_1	SELL	16	chr1	169708592	169708612	TRUE
sgSELL_2	SELL	16	chr1	169708678	169708698	TRUE
sgSELE_1	SELE	0	chr1	169728199	169728219	TRUE
sgSELE_4	SELE	0	chr1	169729478	169729498	TRUE
sgSELE_3	SELE	0	chr1	169729518	169729538	TRUE
sgSELE_2	SELE	16	chr1	169732933	169732953	TRUE
sgMETTL18_4	METTL18	16	chr1	169793073	169793093	TRUE
sgMETTL18_1	METTL18	0	chr1	169793152	169793172	TRUE
sgMETTL18_2	METTL18	0	chr1	169793302	169793322	TRUE
sgMETTL18_3	METTL18	16	chr1	169793631	169793651	TRUE
sgC1orf112_4	C1orf112	0	chr1	169802651	169802671	TRUE
sgC1orf112_2	C1orf112	16	chr1	169803224	169803244	TRUE
sgC1orf112_1	C1orf112	0	chr1	169823451	169823471	TRUE
sgC1orf112_3	C1orf112	0	chr1	169830717	169830737	TRUE
sgSCYL3_2	SCYL3	0	chr1	169862736	169862756	TRUE
sgSCYL3_3	SCYL3	16	chr1	169868969	169868989	TRUE
sgSCYL3_1	SCYL3	16	chr1	169870315	169870335	TRUE
sgSCYL3_4	SCYL3	16	chr1	169876032	169876052	TRUE
sgKIFAP3_2	KIFAP3	16	chr1	169992157	169992177	TRUE
sgKIFAP3_1	KIFAP3	16	chr1	170031888	170031908	TRUE
sgKIFAP3_3	KIFAP3	16	chr1	170035530	170035550	TRUE
sgKIFAP3_4	KIFAP3	0	chr1	170046715	170046735	TRUE
sgMETTL11B_2	METTL11B	16	chr1	170146197	170146217	TRUE
sgMETTL11B_3	METTL11B	0	chr1	170160532	170160552	TRUE
sgMETTL11B_4	METTL11B	16	chr1	170160665	170160685	TRUE
sgMETTL11B_1	METTL11B	16	chr1	170166709	170166729	TRUE
sgGORAB_4	GORAB	0	chr1	170532232	170532252	TRUE
sgGORAB_2	GORAB	16	chr1	170539396	170539416	TRUE
sgGORAB_1	GORAB	0	chr1	170542487	170542507	TRUE
sgGORAB_3	GORAB	0	chr1	170544824	170544844	TRUE
sgPRRX1_4	PRRX1	16	chr1	170664272	170664292	TRUE
sgPRRX1_3	PRRX1	0	chr1	170664369	170664389	TRUE
sgPRRX1_2	PRRX1	0	chr1	170664434	170664454	TRUE
sgPRRX1_1	PRRX1	0	chr1	170719868	170719888	TRUE
sgMROH9_1	MROH9	0	chr1	170958505	170958525	TRUE
sgMROH9_4	MROH9	16	chr1	170986588	170986608	TRUE
sgMROH9_3	MROH9	0	chr1	170986689	170986709	TRUE
sgMROH9_2	MROH9	16	chr1	170992214	170992234	TRUE
sgFMO3_1	FMO3	0	chr1	171103775	171103795	TRUE
sgFMO3_4	FMO3	16	chr1	171110899	171110919	TRUE
sgFMO3_3	FMO3	0	chr1	171114041	171114061	TRUE
sgFMO3_2	FMO3	0	chr1	171114147	171114167	TRUE
sgFMO2_3	FMO2	16	chr1	171203950	171203970	TRUE
sgFMO2_4	FMO2	0	chr1	171204004	171204024	TRUE
sgFMO2_2	FMO2	16	chr1	171205318	171205338	TRUE
sgFMO2_1	FMO2	0	chr1	171205538	171205558	TRUE
sgFMO1_1	FMO1	16	chr1	171278808	171278828	TRUE
sgFMO1_2	FMO1	16	chr1	171280907	171280927	TRUE
sgFMO1_4	FMO1	0	chr1	171282013	171282033	TRUE
sgFMO1_3	FMO1	16	chr1	171282136	171282156	TRUE
sgFMO4_4	FMO4	0	chr1	171323009	171323029	TRUE
sgFMO4_1	FMO4	16	chr1	171324142	171324162	TRUE
sgFMO4_3	FMO4	0	chr1	171331752	171331772	TRUE
sgFMO4_2	FMO4	16	chr1	171334459	171334479	TRUE
sgPRRC2C_3	PRRC2C	0	chr1	171532579	171532599	TRUE
sgPRRC2C_1	PRRC2C	16	chr1	171536219	171536239	TRUE
sgPRRC2C_4	PRRC2C	0	chr1	171540431	171540451	TRUE
sgPRRC2C_2	PRRC2C	16	chr1	171541775	171541795	TRUE
sgMYOC_4	MYOC	0	chr1	171636530	171636550	TRUE
sgMYOC_2	MYOC	16	chr1	171638614	171638634	TRUE
sgMYOC_1	MYOC	0	chr1	171652155	171652175	TRUE
sgMYOC_3	MYOC	0	chr1	171652390	171652410	TRUE
sgVAMP4_2	VAMP4	16	chr1	171710762	171710782	TRUE
sgVAMP4_4	VAMP4	0	chr1	171719192	171719212	TRUE
sgVAMP4_1	VAMP4	16	chr1	171738352	171738372	TRUE
sgVAMP4_3	VAMP4	0	chr1	171738369	171738389	TRUE
sgMETTL13_1	METTL13	0	chr1	171783849	171783869	TRUE
sgMETTL13_3	METTL13	0	chr1	171784452	171784472	TRUE
sgMETTL13_4	METTL13	16	chr1	171787800	171787820	TRUE
sgMETTL13_2	METTL13	0	chr1	171787909	171787929	TRUE
sgDNM3_3	DNM3	16	chr1	171921760	171921780	TRUE
sgDNM3_4	DNM3	0	chr1	171987784	171987804	TRUE
sgDNM3_1	DNM3	0	chr1	172032479	172032499	TRUE
sgDNM3_2	DNM3	16	chr1	172038329	172038349	TRUE
sgPIGC_1	PIGC	0	chr1	172442185	172442205	TRUE
sgPIGC_4	PIGC	16	chr1	172442274	172442294	TRUE
sgPIGC_2	PIGC	0	chr1	172442358	172442378	TRUE
sgPIGC_3	PIGC	16	chr1	172442472	172442492	TRUE
sgC1orf105_1	C1orf105	16	chr1	172445103	172445123	TRUE
sgC1orf105_4	C1orf105	16	chr1	172448455	172448475	TRUE
sgC1orf105_3	C1orf105	16	chr1	172456440	172456460	TRUE
sgC1orf105_2	C1orf105	16	chr1	172462224	172462244	TRUE
sgSUCO_1	SUCO	0	chr1	172555880	172555900	TRUE
sgSUCO_4	SUCO	16	chr1	172570125	172570145	TRUE
sgSUCO_2	SUCO	0	chr1	172588903	172588923	TRUE
sgSUCO_3	SUCO	16	chr1	172589400	172589420	TRUE
sgFASLG_4	FASLG	16	chr1	172659275	172659295	TRUE
sgFASLG_1	FASLG	16	chr1	172659444	172659464	TRUE
sgFASLG_3	FASLG	16	chr1	172659498	172659518	TRUE
sgFASLG_2	FASLG	16	chr1	172665667	172665687	TRUE
sgTNFSF18_2	TNFSF18	16	chr1	173041600	173041620	TRUE
sgTNFSF18_3	TNFSF18	0	chr1	173041653	173041673	TRUE
sgTNFSF18_4	TNFSF18	16	chr1	173043951	173043971	TRUE
sgTNFSF18_1	TNFSF18	0	chr1	173050756	173050776	TRUE
sgTNFSF4_3	TNFSF4	16	chr1	173186707	173186727	TRUE
sgTNFSF4_2	TNFSF4	16	chr1	173186824	173186844	TRUE
sgTNFSF4_4	TNFSF4	16	chr1	173188561	173188581	TRUE
sgTNFSF4_1	TNFSF4	16	chr1	173207117	173207137	TRUE
sgPRDX6_3	PRDX6	16	chr1	173477453	173477473	TRUE
sgPRDX6_4	PRDX6	0	chr1	173481400	173481420	TRUE
sgPRDX6_1	PRDX6	16	chr1	173481475	173481495	TRUE
sgPRDX6_2	PRDX6	16	chr1	173485412	173485432	TRUE
sgSLC9C2_4	SLC9C2	16	chr1	173547687	173547707	TRUE
sgSLC9C2_3	SLC9C2	16	chr1	173557427	173557447	TRUE
sgSLC9C2_1	SLC9C2	0	chr1	173587676	173587696	TRUE
sgSLC9C2_2	SLC9C2	16	chr1	173600119	173600139	TRUE
sgLOC730159_2	LOC730159	0	chr1	173635557	173635577	TRUE
sgLOC730159_4	LOC730159	0	chr1	173635596	173635616	TRUE
sgLOC730159_3	LOC730159	16	chr1	173635686	173635706	TRUE
sgLOC730159_1	LOC730159	0	chr1	173635707	173635727	TRUE
sgANKRD45_1	ANKRD45	16	chr1	173646853	173646873	TRUE
sgANKRD45_2	ANKRD45	0	chr1	173659074	173659094	TRUE
sgANKRD45_4	ANKRD45	0	chr1	173659216	173659236	TRUE
sgANKRD45_3	ANKRD45	0	chr1	173659286	173659306	TRUE
sgKLHL20_3	KLHL20	0	chr1	173733774	173733794	TRUE
sgKLHL20_4	KLHL20	0	chr1	173734018	173734038	TRUE
sgKLHL20_1	KLHL20	0	chr1	173751901	173751921	TRUE
sgKLHL20_2	KLHL20	0	chr1	173756001	173756021	TRUE
sgCENPL_4	CENPL	16	chr1	173803468	173803488	TRUE
sgCENPL_3	CENPL	16	chr1	173807474	173807494	TRUE
sgCENPL_1	CENPL	0	chr1	173811130	173811150	TRUE
sgCENPL_2	CENPL	16	chr1	173811198	173811218	TRUE
sgDARS2_3	DARS2	0	chr1	173826765	173826785	TRUE
sgDARS2_2	DARS2	16	chr1	173834515	173834535	TRUE
sgDARS2_4	DARS2	0	chr1	173839380	173839400	TRUE
sgDARS2_1	DARS2	0	chr1	173840947	173840967	TRUE
sgZBTB37_3	ZBTB37	16	chr1	173870389	173870409	TRUE
sgZBTB37_2	ZBTB37	0	chr1	173870573	173870593	TRUE
sgZBTB37_1	ZBTB37	0	chr1	173870730	173870750	TRUE
sgZBTB37_4	ZBTB37	0	chr1	173871042	173871062	TRUE
sgSERPINC1_1	SERPINC1	16	chr1	173909822	173909842	TRUE
sgSERPINC1_3	SERPINC1	0	chr1	173910802	173910822	TRUE
sgSERPINC1_2	SERPINC1	0	chr1	173914712	173914732	TRUE
sgSERPINC1_4	SERPINC1	0	chr1	173914788	173914808	TRUE
sgRC3H1_1	RC3H1	0	chr1	173961801	173961821	TRUE
sgRC3H1_2	RC3H1	0	chr1	173964050	173964070	TRUE
sgRC3H1_3	RC3H1	16	chr1	173964925	173964945	TRUE
sgRC3H1_4	RC3H1	0	chr1	173978505	173978525	TRUE
sgRABGAP1L_1	RABGAP1L	16	chr1	174231249	174231269	TRUE
sgRABGAP1L_2	RABGAP1L	0	chr1	174241532	174241552	TRUE
sgRABGAP1L_4	RABGAP1L	0	chr1	174278614	174278634	TRUE
sgRABGAP1L_3	RABGAP1L	16	chr1	174394007	174394027	TRUE
sgGPR52_2	GPR52	16	chr1	174448438	174448458	TRUE
sgGPR52_1	GPR52	0	chr1	174448501	174448521	TRUE
sgGPR52_3	GPR52	16	chr1	174448575	174448595	TRUE
sgGPR52_4	GPR52	16	chr1	174448695	174448715	TRUE
sgTMEM56-RWDD3_1	TMEM56-RWDD3	16	chr1	174892584	174892604	TRUE
sgCACYBP_3	CACYBP	0	chr1	175004784	175004804	TRUE
sgMRPS14_1	MRPS14	0	chr1	175014799	175014819	TRUE
sgMRPS14_2	MRPS14	16	chr1	175018451	175018471	TRUE
sgMRPS14_4	MRPS14	16	chr1	175018529	175018549	TRUE
sgMRPS14_3	MRPS14	16	chr1	175023361	175023381	TRUE
sgTNN_1	TNN	0	chr1	175079580	175079600	TRUE
sgTNN_2	TNN	0	chr1	175085418	175085438	TRUE
sgTNN_3	TNN	0	chr1	175097493	175097513	TRUE
sgTNN_4	TNN	0	chr1	175118659	175118679	TRUE
sgKIAA0040_3	KIAA0040	16	chr1	175160842	175160862	TRUE
sgKIAA0040_1	KIAA0040	0	chr1	175160886	175160906	TRUE
sgKIAA0040_2	KIAA0040	16	chr1	175160952	175160972	TRUE
sgKIAA0040_4	KIAA0040	16	chr1	175160980	175161000	TRUE
sgTNR_1	TNR	16	chr1	175365953	175365973	TRUE
sgTNR_4	TNR	0	chr1	175391387	175391407	TRUE
sgTNR_2	TNR	16	chr1	175403266	175403286	TRUE
sgTNR_3	TNR	16	chr1	175406410	175406430	TRUE
sgRPS29_4	RPS29	0	chr1	175921996	175922016	TRUE
sgRFWD2_4	RFWD2	16	chr1	176027656	176027676	TRUE
sgRFWD2_1	RFWD2	0	chr1	176081181	176081201	TRUE
sgRFWD2_3	RFWD2	0	chr1	176085856	176085876	TRUE
sgRFWD2_2	RFWD2	16	chr1	176149032	176149052	TRUE
sgPAPPA2_1	PAPPA2	16	chr1	176556705	176556725	TRUE
sgPAPPA2_2	PAPPA2	16	chr1	176595032	176595052	TRUE
sgPAPPA2_4	PAPPA2	16	chr1	176695782	176695802	TRUE
sgPAPPA2_3	PAPPA2	16	chr1	176699553	176699573	TRUE
sgASTN1_2	ASTN1	16	chr1	176965211	176965231	TRUE
sgASTN1_3	ASTN1	0	chr1	177024640	177024660	TRUE
sgASTN1_1	ASTN1	16	chr1	177032475	177032495	TRUE
sgASTN1_4	ASTN1	16	chr1	177032790	177032810	TRUE
sgBRINP2_4	BRINP2	16	chr1	177230130	177230150	TRUE
sgBRINP2_2	BRINP2	0	chr1	177257238	177257258	TRUE
sgBRINP2_3	BRINP2	16	chr1	177280417	177280437	TRUE
sgBRINP2_1	BRINP2	0	chr1	177280588	177280608	TRUE
sgSLC25A3_2	SLC25A3	0	chr1	177561133	177561153	TRUE
sgSEC16B_2	SEC16B	0	chr1	177940665	177940685	TRUE
sgSEC16B_3	SEC16B	16	chr1	177954292	177954312	TRUE
sgSEC16B_1	SEC16B	0	chr1	177964242	177964262	TRUE
sgSEC16B_4	SEC16B	16	chr1	177967713	177967733	TRUE
sgNPL_2	NPL	0	chr1	178300609	178300629	TRUE
sgRASAL2_3	RASAL2	16	chr1	178390123	178390143	TRUE
sgRASAL2_4	RASAL2	16	chr1	178442861	178442881	TRUE
sgRASAL2_2	RASAL2	16	chr1	178445625	178445645	TRUE
sgRASAL2_1	RASAL2	16	chr1	178454563	178454583	TRUE
sgTEX35_1	TEX35	0	chr1	178514713	178514733	TRUE
sgTEX35_2	TEX35	16	chr1	178515856	178515876	TRUE
sgTEX35_3	TEX35	0	chr1	178515882	178515902	TRUE
sgTEX35_4	TEX35	0	chr1	178520726	178520746	TRUE
sgRALGPS2_1	RALGPS2	0	chr1	178821683	178821703	TRUE
sgANGPTL1_1	ANGPTL1	16	chr1	178853664	178853684	TRUE
sgANGPTL1_3	ANGPTL1	16	chr1	178865056	178865076	TRUE
sgANGPTL1_2	ANGPTL1	16	chr1	178865260	178865280	TRUE
sgANGPTL1_4	ANGPTL1	16	chr1	178865594	178865614	TRUE
sgRALGPS2_4	RALGPS2	0	chr1	178883468	178883488	TRUE
sgRALGPS2_2	RALGPS2	0	chr1	178885159	178885179	TRUE
sgRALGPS2_3	RALGPS2	0	chr1	178886035	178886055	TRUE
sgFAM20B_4	FAM20B	16	chr1	179050353	179050373	TRUE
sgFAM20B_3	FAM20B	0	chr1	179054617	179054637	TRUE
sgFAM20B_1	FAM20B	0	chr1	179064046	179064066	TRUE
sgFAM20B_2	FAM20B	16	chr1	179064352	179064372	TRUE
sgTOR3A_4	TOR3A	0	chr1	179082338	179082358	TRUE
sgTOR3A_2	TOR3A	0	chr1	179085680	179085700	TRUE
sgTOR3A_1	TOR3A	0	chr1	179085766	179085786	TRUE
sgTOR3A_3	TOR3A	16	chr1	179085853	179085873	TRUE
sgABL2_1	ABL2	16	chr1	179109072	179109092	TRUE
sgABL2_3	ABL2	16	chr1	179114916	179114936	TRUE
sgABL2_4	ABL2	16	chr1	179121804	179121824	TRUE
sgABL2_2	ABL2	0	chr1	179131445	179131465	TRUE
sgSOAT1_2	SOAT1	0	chr1	179302781	179302801	TRUE
sgSOAT1_1	SOAT1	16	chr1	179341077	179341097	TRUE
sgSOAT1_3	SOAT1	16	chr1	179342162	179342182	TRUE
sgSOAT1_4	SOAT1	16	chr1	179344999	179345019	TRUE
sgAXDND1_2	AXDND1	16	chr1	179369987	179370007	TRUE
sgAXDND1_4	AXDND1	0	chr1	179383523	179383543	TRUE
sgAXDND1_3	AXDND1	16	chr1	179411247	179411267	TRUE
sgAXDND1_1	AXDND1	0	chr1	179445119	179445139	TRUE
sgNPHS2_2	NPHS2	16	chr1	179557029	179557049	TRUE
sgNPHS2_4	NPHS2	16	chr1	179557176	179557196	TRUE
sgNPHS2_1	NPHS2	16	chr1	179561324	179561344	TRUE
sgNPHS2_3	NPHS2	16	chr1	179575642	179575662	TRUE
sgTDRD5_1	TDRD5	0	chr1	179593584	179593604	TRUE
sgTDRD5_3	TDRD5	0	chr1	179595797	179595817	TRUE
sgTDRD5_2	TDRD5	16	chr1	179635762	179635782	TRUE
sgTDRD5_4	TDRD5	16	chr1	179640415	179640435	TRUE
sgFAM163A_4	FAM163A	0	chr1	179813107	179813127	TRUE
sgFAM163A_3	FAM163A	16	chr1	179813168	179813188	TRUE
sgFAM163A_2	FAM163A	0	chr1	179813787	179813807	TRUE
sgFAM163A_1	FAM163A	16	chr1	179813996	179814016	TRUE
sgTOR1AIP2_4	TOR1AIP2	0	chr1	179864951	179864971	TRUE
sgTOR1AIP2_2	TOR1AIP2	0	chr1	179865007	179865027	TRUE
sgTOR1AIP2_3	TOR1AIP2	0	chr1	179865047	179865067	TRUE
sgTOR1AIP2_1	TOR1AIP2	0	chr1	179865107	179865127	TRUE
sgTOR1AIP1_3	TOR1AIP1	16	chr1	179882632	179882652	TRUE
sgTOR1AIP1_4	TOR1AIP1	0	chr1	179882724	179882744	TRUE
sgTOR1AIP1_2	TOR1AIP1	0	chr1	179884741	179884761	TRUE
sgTOR1AIP1_1	TOR1AIP1	0	chr1	179908644	179908664	TRUE
sgCEP350_3	CEP350	0	chr1	180013974	180013994	TRUE
sgCEP350_4	CEP350	0	chr1	180020297	180020317	TRUE
sgCEP350_1	CEP350	16	chr1	180036954	180036974	TRUE
sgCEP350_2	CEP350	16	chr1	180078567	180078587	TRUE
sgQSOX1_1	QSOX1	0	chr1	180155125	180155145	TRUE
sgQSOX1_3	QSOX1	0	chr1	180175979	180175999	TRUE
sgQSOX1_2	QSOX1	16	chr1	180184028	180184048	TRUE
sgQSOX1_4	QSOX1	16	chr1	180190430	180190450	TRUE
sgLHX4_4	LHX4	16	chr1	180248293	180248313	TRUE
sgLHX4_3	LHX4	0	chr1	180248424	180248444	TRUE
sgLHX4_2	LHX4	0	chr1	180266425	180266445	TRUE
sgLHX4_1	LHX4	16	chr1	180266520	180266540	TRUE
sgACBD6_2	ACBD6	16	chr1	180413392	180413412	TRUE
sgACBD6_4	ACBD6	16	chr1	180492281	180492301	TRUE
sgACBD6_3	ACBD6	0	chr1	180502155	180502175	TRUE
sgXPR1_4	XPR1	0	chr1	180803380	180803400	TRUE
sgXPR1_3	XPR1	16	chr1	180803584	180803604	TRUE
sgXPR1_1	XPR1	0	chr1	180824788	180824808	TRUE
sgXPR1_2	XPR1	16	chr1	180825179	180825199	TRUE
sgKIAA1614_3	KIAA1614	0	chr1	180917842	180917862	TRUE
sgKIAA1614_1	KIAA1614	0	chr1	180935388	180935408	TRUE
sgKIAA1614_4	KIAA1614	0	chr1	180935686	180935706	TRUE
sgKIAA1614_2	KIAA1614	16	chr1	180936164	180936184	TRUE
sgSTX6_2	STX6	16	chr1	181002621	181002641	TRUE
sgSTX6_4	STX6	16	chr1	181005324	181005344	TRUE
sgSTX6_3	STX6	16	chr1	181005367	181005387	TRUE
sgSTX6_1	STX6	16	chr1	181005434	181005454	TRUE
sgMR1_1	MR1	16	chr1	181049110	181049130	TRUE
sgMR1_3	MR1	0	chr1	181049151	181049171	TRUE
sgMR1_2	MR1	0	chr1	181049231	181049251	TRUE
sgMR1_4	MR1	16	chr1	181052243	181052263	TRUE
sgIER5_4	IER5	0	chr1	181088957	181088977	TRUE
sgIER5_1	IER5	16	chr1	181089037	181089057	TRUE
sgIER5_3	IER5	16	chr1	181089264	181089284	TRUE
sgIER5_2	IER5	16	chr1	181089400	181089420	TRUE
sgCACNA1E_4	CACNA1E	16	chr1	181577789	181577809	TRUE
sgCACNA1E_2	CACNA1E	16	chr1	181720808	181720828	TRUE
sgCACNA1E_1	CACNA1E	0	chr1	181731190	181731210	TRUE
sgCACNA1E_3	CACNA1E	16	chr1	181733725	181733745	TRUE
sgZNF648_3	ZNF648	16	chr1	182057060	182057080	TRUE
sgZNF648_4	ZNF648	16	chr1	182057160	182057180	TRUE
sgZNF648_1	ZNF648	16	chr1	182057459	182057479	TRUE
sgZNF648_2	ZNF648	16	chr1	182057552	182057572	TRUE
sgGLUL_4	GLUL	16	chr1	182385777	182385797	TRUE
sgGLUL_2	GLUL	16	chr1	182386364	182386384	TRUE
sgGLUL_1	GLUL	0	chr1	182387189	182387209	TRUE
sgGLUL_3	GLUL	0	chr1	182387265	182387285	TRUE
sgTEDDM1_3	TEDDM1	0	chr1	182399982	182400002	TRUE
sgTEDDM1_2	TEDDM1	16	chr1	182400236	182400256	TRUE
sgTEDDM1_1	TEDDM1	16	chr1	182400321	182400341	TRUE
sgTEDDM1_4	TEDDM1	16	chr1	182400379	182400399	TRUE
sgRGSL1_2	RGSL1	0	chr1	182473605	182473625	TRUE
sgRGSL1_1	RGSL1	0	chr1	182473772	182473792	TRUE
sgRGSL1_3	RGSL1	16	chr1	182474133	182474153	TRUE
sgRGSL1_4	RGSL1	16	chr1	182488297	182488317	TRUE
sgRNASEL_3	RNASEL	16	chr1	182585461	182585481	TRUE
sgRNASEL_1	RNASEL	16	chr1	182585621	182585641	TRUE
sgRNASEL_4	RNASEL	0	chr1	182585723	182585743	TRUE
sgRNASEL_2	RNASEL	16	chr1	182585880	182585900	TRUE
sgRGS16_4	RGS16	0	chr1	182601954	182601974	TRUE
sgRGS16_3	RGS16	16	chr1	182602025	182602045	TRUE
sgRGS16_2	RGS16	0	chr1	182602094	182602114	TRUE
sgRGS16_1	RGS16	16	chr1	182603315	182603335	TRUE
sgRGS8_3	RGS8	16	chr1	182666009	182666029	TRUE
sgRGS8_2	RGS8	0	chr1	182666861	182666881	TRUE
sgRGS8_4	RGS8	0	chr1	182666921	182666941	TRUE
sgRGS8_1	RGS8	16	chr1	182666950	182666970	TRUE
sgNPL_3	NPL	0	chr1	182806144	182806164	TRUE
sgNPL_4	NPL	0	chr1	182814837	182814857	TRUE
sgNPL_1	NPL	16	chr1	182816792	182816812	TRUE
sgDHX9_2	DHX9	0	chr1	182852287	182852307	TRUE
sgDHX9_4	DHX9	0	chr1	182860091	182860111	TRUE
sgDHX9_1	DHX9	16	chr1	182866558	182866578	TRUE
sgSHCBP1L_3	SHCBP1L	0	chr1	182939159	182939179	TRUE
sgSHCBP1L_2	SHCBP1L	16	chr1	182939365	182939385	TRUE
sgSHCBP1L_4	SHCBP1L	16	chr1	182952790	182952810	TRUE
sgSHCBP1L_1	SHCBP1L	16	chr1	182952993	182953013	TRUE
sgLAMC1_4	LAMC1	0	chr1	183103389	183103409	TRUE
sgLAMC1_1	LAMC1	0	chr1	183116789	183116809	TRUE
sgLAMC1_3	LAMC1	0	chr1	183118108	183118128	TRUE
sgLAMC1_2	LAMC1	0	chr1	183125436	183125456	TRUE
sgLAMC2_1	LAMC2	0	chr1	183215461	183215481	TRUE
sgLAMC2_3	LAMC2	0	chr1	183220836	183220856	TRUE
sgLAMC2_2	LAMC2	0	chr1	183223175	183223195	TRUE
sgLAMC2_4	LAMC2	16	chr1	183235578	183235598	TRUE
sgNMNAT2_1	NMNAT2	0	chr1	183284715	183284735	TRUE
sgNMNAT2_4	NMNAT2	16	chr1	183290154	183290174	TRUE
sgNMNAT2_3	NMNAT2	16	chr1	183293704	183293724	TRUE
sgNMNAT2_2	NMNAT2	16	chr1	183293762	183293782	TRUE
sgSMG7_4	SMG7	16	chr1	183529461	183529481	TRUE
sgSMG7_1	SMG7	16	chr1	183537202	183537222	TRUE
sgSMG7_2	SMG7	0	chr1	183541082	183541102	TRUE
sgSMG7_3	SMG7	16	chr1	183544941	183544961	TRUE
sgNCF2_3	NCF2	0	chr1	183567302	183567322	TRUE
sgNCF2_2	NCF2	16	chr1	183573198	183573218	TRUE
sgNCF2_1	NCF2	16	chr1	183574507	183574527	TRUE
sgNCF2_4	NCF2	16	chr1	183586922	183586942	TRUE
sgARPC5_2	ARPC5	0	chr1	183633091	183633111	TRUE
sgARPC5_1	ARPC5	16	chr1	183633132	183633152	TRUE
sgARPC5_3	ARPC5	0	chr1	183635503	183635523	TRUE
sgARPC5_4	ARPC5	16	chr1	183635623	183635643	TRUE
sgAPOBEC4_2	APOBEC4	0	chr1	183648216	183648236	TRUE
sgAPOBEC4_1	APOBEC4	0	chr1	183648385	183648405	TRUE
sgAPOBEC4_4	APOBEC4	16	chr1	183648540	183648560	TRUE
sgAPOBEC4_3	APOBEC4	0	chr1	183648666	183648686	TRUE
sgRGL1_4	RGL1	16	chr1	183884818	183884838	TRUE
sgRGL1_2	RGL1	16	chr1	183888514	183888534	TRUE
sgRGL1_1	RGL1	0	chr1	183897851	183897871	TRUE
sgRGL1_3	RGL1	0	chr1	183904914	183904934	TRUE
sgCOLGALT2_2	COLGALT2	0	chr1	183954795	183954815	TRUE
sgCOLGALT2_4	COLGALT2	0	chr1	183969435	183969455	TRUE
sgCOLGALT2_1	COLGALT2	16	chr1	183975124	183975144	TRUE
sgCOLGALT2_3	COLGALT2	16	chr1	183978501	183978521	TRUE
sgTSEN15_2	TSEN15	0	chr1	184051833	184051853	TRUE
sgTSEN15_3	TSEN15	16	chr1	184054391	184054411	TRUE
sgTSEN15_1	TSEN15	16	chr1	184054428	184054448	TRUE
sgC1orf21_2	C1orf21	16	chr1	184477526	184477546	TRUE
sgC1orf21_4	C1orf21	0	chr1	184477536	184477556	TRUE
sgC1orf21_1	C1orf21	0	chr1	184477567	184477587	TRUE
